date,United States,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2021-11-13,669317.0,1099.0,10152.0,7413.0,18018.0,44956.0,10035.0,6513.0,1558.0,65776.0,22553.0,3073.0,5962.0,3984.0,32948.0,9337.0,2982.0,7207.0,8039.0,10381.0,6542.0,1891.0,21952.0,11589.0,14540.0,4479.0,1847.0,19230.0,1629.0,2733.0,1438.0,3157.0,4075.0,7654.0,62278.0,21700.0,8298.0,9245.0,26866.0,2310.0,9301.0,1497.0,14270.0,57832.0,5677.0,20416.0,619.0,8988.0,15012.0,2194.0,1238.0
2021-11-20,652685.0,1039.0,10010.0,7266.0,17849.0,43471.0,9600.0,6186.0,1524.0,64819.0,22258.0,3062.0,5794.0,3745.0,31871.0,9113.0,2906.0,7073.0,7937.0,9980.0,6378.0,1809.0,21147.0,11044.0,14167.0,4407.0,1751.0,18860.0,1583.0,2673.0,1365.0,3090.0,3980.0,7448.0,61043.0,21200.0,8175.0,8855.0,26204.0,2243.0,9117.0,1457.0,14025.0,56915.0,5444.0,19608.0,591.0,8508.0,14499.0,2176.0,1201.0
2021-11-27,626046.0,965.0,9707.0,7055.0,17359.0,41159.0,8928.0,5818.0,1462.0,62951.0,21646.0,3013.0,5564.0,3473.0,30349.0,8694.0,2805.0,6805.0,8004.0,9391.0,6093.0,1697.0,20110.0,10302.0,13501.0,4293.0,1649.0,18116.0,1533.0,2555.0,1265.0,3007.0,3824.0,7160.0,59164.0,20363.0,7963.0,8321.0,25170.0,2129.0,8740.0,1386.0,13459.0,55038.0,5081.0,18424.0,558.0,7834.0,13789.0,2135.0,1160.0
2021-12-04,604058.0,901.0,9488.0,6908.0,16994.0,39148.0,8395.0,5472.0,1405.0,61627.0,21141.0,2974.0,5368.0,3253.0,28959.0,8365.0,2727.0,6601.0,7904.0,8859.0,5831.0,1603.0,19028.0,9645.0,12987.0,4232.0,1555.0,17502.0,1507.0,2446.0,1170.0,2925.0,3694.0,6887.0,57764.0,19646.0,7788.0,7885.0,24336.0,2019.0,8460.0,1321.0,13049.0,53649.0,4667.0,17399.0,530.0,7182.0,13219.0,2104.0,1141.0
2021-12-11,580693.0,841.0,9244.0,6745.0,16577.0,37226.0,7908.0,5147.0,1340.0,60323.0,20535.0,2925.0,5178.0,3033.0,27635.0,8011.0,2645.0,6369.0,7758.0,8301.0,5586.0,1517.0,18015.0,8936.0,12446.0,4141.0,1487.0,16955.0,1444.0,2331.0,1075.0,2841.0,3574.0,6623.0,55371.0,18846.0,7576.0,7495.0,23437.0,1914.0,8175.0,1240.0,12582.0,52091.0,4355.0,16374.0,502.0,6596.0,12548.0,2066.0,1101.0
2021-12-18,555482.0,779.0,8997.0,6578.0,16046.0,35142.0,7352.0,4838.0,1274.0,58829.0,19865.0,2885.0,4969.0,2832.0,26184.0,7653.0,2557.0,6132.0,7591.0,7651.0,5302.0,1430.0,17117.0,8205.0,11864.0,4069.0,1411.0,16319.0,1383.0,2191.0,979.0,2739.0,3434.0,6317.0,52723.0,18127.0,7316.0,7059.0,22417.0,1796.0,7926.0,1151.0,12029.0,50307.0,4030.0,15276.0,475.0,6027.0,11810.0,2014.0,1066.0
2021-12-25,532788.0,735.0,8795.0,6436.0,15471.0,33010.0,6880.0,4562.0,1219.0,57564.0,19383.0,2847.0,4786.0,2646.0,24911.0,7333.0,2476.0,5920.0,7460.0,7073.0,5041.0,1355.0,16329.0,7564.0,11375.0,3991.0,1332.0,15800.0,1309.0,2068.0,903.0,2641.0,3323.0,6037.0,50206.0,17405.0,7084.0,6673.0,21483.0,1695.0,7717.0,1062.0,11605.0,48697.0,3761.0,14353.0,453.0,5547.0,11052.0,1961.0,1032.0
2022-01-01,503832.0,681.0,8474.0,6247.0,14707.0,30235.0,6226.0,4247.0,1156.0,55504.0,18682.0,2775.0,4549.0,2428.0,23485.0,6922.0,2364.0,5671.0,7229.0,6411.0,4746.0,1261.0,15392.0,6882.0,10752.0,3865.0,1256.0,15103.0,1218.0,1920.0,825.0,2519.0,3176.0,5666.0,47001.0,16507.0,6829.0,6176.0,20367.0,1563.0,7406.0,973.0,11056.0,46414.0,3541.0,13257.0,426.0,4957.0,10180.0,1886.0,989.0
2022-01-08,481803.0,639.0,8243.0,6104.0,14030.0,28148.0,5814.0,3994.0,1102.0,54153.0,18153.0,2732.0,4351.0,2257.0,22297.0,6618.0,2266.0,5467.0,7108.0,5915.0,4476.0,1179.0,14635.0,6358.0,10290.0,3779.0,1178.0,14528.0,1158.0,1803.0,770.0,2411.0,3055.0,5391.0,44964.0,15871.0,6633.0,5786.0,19468.0,1465.0,7191.0,899.0,10569.0,44665.0,3310.0,12355.0,399.0,4468.0,9432.0,1822.0,954.0
2022-01-15,466869.0,607.0,8049.0,5974.0,13571.0,27161.0,5625.0,3804.0,1075.0,53347.0,17838.0,2698.0,4200.0,2102.0,21522.0,6412.0,2177.0,5316.0,7019.0,5630.0,4300.0,1116.0,14053.0,5979.0,9949.0,3713.0,1114.0,14176.0,1110.0,1730.0,738.0,2328.0,2967.0,5227.0,43472.0,15253.0,6457.0,5553.0,18856.0,1403.0,6987.0,843.0,10226.0,43450.0,3177.0,11860.0,383.0,4236.0,8802.0,1759.0,920.0
2022-01-22,461883.0,591.0,7998.0,5894.0,13445.0,27040.0,5832.0,3692.0,1072.0,53249.0,17759.0,2705.0,4077.0,2019.0,21109.0,6347.0,2129.0,5239.0,6995.0,5586.0,4240.0,1077.0,13742.0,5815.0,9809.0,3682.0,1085.0,13966.0,1078.0,1700.0,730.0,2274.0,2932.0,5173.0,42806.0,14910.0,6371.0,5533.0,18562.0,1386.0,6872.0,811.0,10079.0,43114.0,3188.0,11675.0,371.0,4296.0,8470.0,1713.0,897.0
2022-01-29,460306.0,577.0,7989.0,5819.0,13431.0,28682.0,6142.0,3601.0,1072.0,53246.0,17817.0,2733.0,3979.0,1951.0,20772.0,6259.0,2094.0,5151.0,6982.0,5590.0,4205.0,1040.0,13540.0,5726.0,9701.0,3656.0,1061.0,13830.0,1052.0,1667.0,732.0,2234.0,2910.0,5177.0,42561.0,14593.0,6268.0,5635.0,18356.0,1372.0,6812.0,801.0,9985.0,43080.0,3240.0,11670.0,364.0,4517.0,8259.0,1677.0,879.0
2022-02-05,456787.0,567.0,7982.0,5720.0,13478.0,29592.0,6340.0,3494.0,1072.0,52820.0,17832.0,2768.0,3876.0,1909.0,20344.0,6038.0,2037.0,5017.0,6919.0,5533.0,4148.0,1003.0,13260.0,5666.0,9442.0,3597.0,1054.0,13524.0,1044.0,1630.0,726.0,2205.0,2874.0,5168.0,42495.0,14067.0,6106.0,5720.0,17997.0,1325.0,6737.0,810.0,9901.0,42722.0,3289.0,11681.0,358.0,4737.0,8157.0,1641.0,859.0
2022-02-12,451432.0,554.0,7988.0,5675.0,13410.0,30047.0,6501.0,3393.0,1067.0,51995.0,17663.0,2783.0,3772.0,1888.0,19804.0,5804.0,2003.0,4882.0,6842.0,5521.0,4052.0,977.0,12922.0,5634.0,9212.0,3540.0,1057.0,13153.0,1039.0,1597.0,729.0,2169.0,2832.0,5108.0,42363.0,13400.0,5983.0,5774.0,17566.0,1288.0,6661.0,809.0,9798.0,42099.0,3334.0,11598.0,354.0,4879.0,8110.0,1611.0,842.0
2022-02-19,448401.0,549.0,8017.0,5645.0,13344.0,30555.0,6564.0,3337.0,1077.0,51337.0,17520.0,2790.0,3686.0,1877.0,19420.0,5598.0,1978.0,4768.0,6800.0,5515.0,4005.0,967.0,12612.0,5611.0,9047.0,3489.0,1065.0,13022.0,1040.0,1588.0,736.0,2145.0,2798.0,5073.0,42351.0,13200.0,5907.0,5853.0,17266.0,1266.0,6682.0,824.0,9780.0,41727.0,3390.0,11650.0,353.0,5030.0,8106.0,1586.0,831.0
2022-02-26,446771.0,557.0,7934.0,5603.0,13264.0,31348.0,6637.0,3326.0,1087.0,50835.0,17398.0,2792.0,3632.0,1884.0,19230.0,5457.0,1943.0,4667.0,6766.0,5549.0,3963.0,973.0,12359.0,5639.0,8885.0,3437.0,1068.0,12917.0,1046.0,1600.0,746.0,2133.0,2759.0,5044.0,42492.0,12970.0,5794.0,5960.0,17062.0,1263.0,6676.0,842.0,9744.0,41332.0,3471.0,11760.0,354.0,5219.0,8155.0,1561.0,819.0
2022-03-05,449113.0,564.0,7868.0,5636.0,13215.0,32075.0,6830.0,3364.0,1102.0,50587.0,17426.0,2777.0,3606.0,1927.0,19299.0,5469.0,1952.0,4651.0,6739.0,5673.0,3993.0,993.0,12319.0,5758.0,8915.0,3446.0,1076.0,13017.0,1027.0,1608.0,766.0,2138.0,2755.0,5041.0,42875.0,13000.0,5774.0,6092.0,17095.0,1275.0,6684.0,861.0,9794.0,41388.0,3571.0,12012.0,353.0,5425.0,8245.0,1550.0,814.0
2022-03-12,452478.0,574.0,7798.0,5648.0,13184.0,32885.0,7036.0,3420.0,1115.0,50564.0,17542.0,2750.0,3594.0,2003.0,19459.0,5527.0,1970.0,4643.0,6742.0,5806.0,4059.0,1010.0,12372.0,5916.0,8942.0,3475.0,1089.0,13127.0,1011.0,1623.0,782.0,2153.0,2757.0,5056.0,43466.0,13066.0,5777.0,6254.0,17309.0,1284.0,6673.0,891.0,9892.0,40956.0,3674.0,12296.0,356.0,5644.0,8361.0,1543.0,807.0
2022-03-19,456235.0,586.0,7699.0,5672.0,13200.0,33672.0,7256.0,3481.0,1121.0,50592.0,17667.0,2737.0,3605.0,2083.0,19591.0,5603.0,1993.0,4641.0,6759.0,5972.0,4098.0,1017.0,12533.0,6124.0,9035.0,3498.0,1093.0,13260.0,996.0,1643.0,811.0,2159.0,2749.0,5078.0,44153.0,13119.0,5765.0,6421.0,17503.0,1294.0,6676.0,923.0,9986.0,40393.0,3781.0,12612.0,361.0,5867.0,8507.0,1548.0,803.0
2022-03-26,461214.0,608.0,7745.0,5722.0,13257.0,34130.0,7466.0,3564.0,1125.0,50809.0,17805.0,2726.0,3664.0,2157.0,19698.0,5682.0,2063.0,4657.0,6780.0,6215.0,4179.0,1028.0,12786.0,6212.0,9221.0,3520.0,1118.0,13463.0,843.0,1666.0,849.0,2169.0,2757.0,5125.0,44926.0,13219.0,5834.0,6509.0,17740.0,1325.0,6733.0,951.0,10210.0,39951.0,3884.0,12897.0,377.0,6070.0,8661.0,1563.0,807.0
2022-04-02,465929.0,632.0,7782.0,5762.0,13302.0,34636.0,7635.0,3657.0,1141.0,50972.0,17855.0,2722.0,3730.0,2211.0,19666.0,5709.0,2142.0,4647.0,6827.0,6471.0,4276.0,1046.0,12915.0,6541.0,9395.0,3530.0,1154.0,13611.0,986.0,1711.0,901.0,2181.0,2750.0,5166.0,45583.0,13258.0,5929.0,6627.0,17949.0,1358.0,6785.0,978.0,10422.0,39642.0,4011.0,13180.0,397.0,6312.0,8854.0,1577.0,810.0
2022-04-09,474114.0,667.0,7850.0,5827.0,13472.0,35416.0,7958.0,3803.0,1152.0,51417.0,17846.0,2723.0,3798.0,2271.0,19837.0,5734.0,2175.0,4631.0,6894.0,6779.0,4397.0,1083.0,13107.0,6800.0,9670.0,3544.0,1201.0,13938.0,999.0,1770.0,958.0,2203.0,2769.0,5279.0,46296.0,13401.0,6027.0,6817.0,18198.0,1396.0,6905.0,1019.0,10680.0,40317.0,4173.0,13575.0,416.0,6585.0,9091.0,1593.0,837.0
2022-04-16,481396.0,696.0,7942.0,5875.0,13684.0,36112.0,8232.0,3891.0,1155.0,52044.0,17946.0,2714.0,3865.0,2363.0,19945.0,5807.0,2212.0,4653.0,6946.0,6915.0,4503.0,1132.0,13104.0,6963.0,9862.0,3572.0,1261.0,14172.0,1015.0,1810.0,993.0,2225.0,2820.0,5446.0,46663.0,13524.0,6142.0,6973.0,18372.0,1411.0,7035.0,1063.0,10931.0,40878.0,4364.0,13841.0,430.0,6811.0,9300.0,1619.0,865.0
2022-04-23,492760.0,719.0,8064.0,5961.0,14003.0,37310.0,8692.0,4043.0,1174.0,52895.0,18237.0,2716.0,3927.0,2510.0,20217.0,5940.0,2229.0,4742.0,7075.0,7093.0,4625.0,1178.0,13644.0,7265.0,10113.0,3630.0,1318.0,14439.0,1048.0,1881.0,1023.0,2262.0,2901.0,5670.0,47239.0,13780.0,6291.0,7243.0,18740.0,1441.0,7203.0,1114.0,11219.0,41847.0,4631.0,14300.0,437.0,7162.0,9600.0,1645.0,889.0
2022-04-30,507401.0,745.0,8226.0,6035.0,14479.0,38976.0,9255.0,4221.0,1195.0,53902.0,18661.0,2712.0,4001.0,2678.0,20701.0,6171.0,2219.0,4899.0,7199.0,7467.0,4765.0,1224.0,14114.0,7562.0,10434.0,3711.0,1367.0,14746.0,1076.0,1944.0,1047.0,2311.0,2997.0,5925.0,48112.0,14193.0,6437.0,7558.0,19261.0,1485.0,7397.0,1161.0,11623.0,42972.0,4935.0,14849.0,450.0,7626.0,9940.0,1673.0,917.0
2022-05-07,521656.0,774.0,8370.0,6108.0,14954.0,40546.0,9700.0,4342.0,1219.0,55079.0,19199.0,2706.0,4096.0,2874.0,21051.0,6424.0,2256.0,5044.0,7288.0,7839.0,4867.0,1260.0,14586.0,7870.0,10631.0,3780.0,1423.0,15018.0,1113.0,1990.0,1067.0,2354.0,3094.0,6198.0,49034.0,14560.0,6576.0,7849.0,19715.0,1529.0,7618.0,1193.0,12055.0,43938.0,5299.0,15311.0,463.0,8118.0,10274.0,1710.0,943.0
2022-05-14,542836.0,805.0,8585.0,6236.0,15577.0,42684.0,10351.0,4573.0,1251.0,56777.0,19855.0,2734.0,4230.0,3105.0,21693.0,6734.0,2296.0,5254.0,7455.0,8616.0,5025.0,1312.0,15187.0,8362.0,10970.0,3884.0,1496.0,15553.0,1157.0,2076.0,1145.0,2418.0,3161.0,6371.0,50572.0,15171.0,6765.0,8279.0,20472.0,1630.0,7890.0,1222.0,12633.0,45596.0,5811.0,16000.0,485.0,8838.0,10721.0,1752.0,979.0
2022-05-21,566897.0,843.0,8857.0,6391.0,16351.0,45095.0,11073.0,4809.0,1289.0,58819.0,20469.0,2775.0,4397.0,3394.0,22502.0,7126.0,2361.0,5467.0,7598.0,9617.0,5234.0,1391.0,15905.0,8910.0,11389.0,3987.0,1608.0,16168.0,1199.0,2173.0,1243.0,2492.0,3246.0,6830.0,52187.0,15878.0,6531.0,8797.0,21245.0,1758.0,8186.0,1256.0,13234.0,47493.0,6263.0,16737.0,512.0,9701.0,11198.0,1799.0,1033.0
2022-05-28,586697.0,884.0,9085.0,6541.0,17109.0,47055.0,11583.0,4958.0,1324.0,60907.0,20879.0,2821.0,4545.0,3693.0,23125.0,7417.0,2427.0,5610.0,7724.0,10250.0,5365.0,1460.0,16525.0,9333.0,11647.0,4073.0,1743.0,16684.0,1236.0,2241.0,1324.0,2551.0,3309.0,7249.0,53340.0,16360.0,7044.0,9241.0,21680.0,1869.0,8512.0,1280.0,13649.0,49250.0,6660.0,17174.0,533.0,10339.0,11591.0,1839.0,1088.0
2022-06-04,608350.0,930.0,9368.0,6703.0,17954.0,49032.0,12244.0,5112.0,1360.0,63018.0,21460.0,2881.0,4694.0,4010.0,23817.0,7723.0,2485.0,5819.0,7901.0,11041.0,5498.0,1539.0,17197.0,9799.0,12045.0,4167.0,1878.0,17233.0,1267.0,2318.0,1397.0,2613.0,3358.0,7694.0,54556.0,16874.0,7181.0,9710.0,22179.0,1998.0,8842.0,1310.0,14093.0,51310.0,7039.0,17635.0,557.0,11031.0,12042.0,1878.0,1155.0
2022-06-11,631268.0,996.0,9684.0,6834.0,18873.0,51096.0,13016.0,5291.0,1390.0,65307.0,22081.0,2927.0,4877.0,4360.0,24615.0,8061.0,2534.0,6025.0,8073.0,11219.0,5649.0,1637.0,17960.0,10290.0,12533.0,4254.0,2026.0,17838.0,1313.0,2391.0,1471.0,2680.0,3461.0,8229.0,55756.0,17536.0,7358.0,10208.0,22779.0,2078.0,9239.0,1351.0,14631.0,53712.0,7335.0,18176.0,584.0,11765.0,12411.0,1910.0,1223.0
2022-06-18,652662.0,1071.0,9986.0,6974.0,19803.0,53016.0,13720.0,5432.0,1424.0,67815.0,22694.0,2974.0,5019.0,4705.0,25260.0,8339.0,2588.0,6209.0,8265.0,11099.0,5763.0,1731.0,18676.0,10689.0,12905.0,4364.0,2147.0,18443.0,1360.0,2443.0,1526.0,2722.0,3560.0,8836.0,56831.0,18088.0,7566.0,10614.0,23284.0,2095.0,9642.0,1387.0,15169.0,56149.0,7705.0,18588.0,609.0,12394.0,12703.0,1944.0,1294.0
2022-06-25,680396.0,1149.0,10364.0,7179.0,20828.0,55424.0,14707.0,5643.0,1459.0,70784.0,23651.0,3032.0,5218.0,5076.0,26151.0,8749.0,2650.0,6454.0,8525.0,11232.0,5931.0,1844.0,19635.0,11240.0,13480.0,4479.0,2275.0,19270.0,1417.0,2540.0,1608.0,2782.0,3684.0,9481.0,58237.0,18932.0,7878.0,11133.0,24123.0,2157.0,10086.0,1441.0,15969.0,58964.0,8186.0,19211.0,635.0,13303.0,13078.0,1965.0,1375.0
2022-07-02,707074.0,1215.0,10706.0,7393.0,21914.0,57864.0,15532.0,5834.0,1509.0,74179.0,24555.0,3116.0,5415.0,5288.0,26962.0,9163.0,2721.0,6673.0,8798.0,10910.0,6096.0,1945.0,20537.0,11575.0,13941.0,4611.0,2417.0,20119.0,1468.0,2619.0,1683.0,2856.0,3836.0,10231.0,59384.0,19789.0,8223.0,11626.0,24902.0,2178.0,10550.0,1481.0,16768.0,61788.0,8690.0,19680.0,667.0,14064.0,12694.0,1996.0,1452.0
2022-07-09,728391.0,1271.0,10936.0,7610.0,22909.0,60001.0,16186.0,5936.0,1532.0,77171.0,25302.0,3197.0,5539.0,5755.0,27540.0,9468.0,2790.0,6835.0,8999.0,10911.0,6222.0,2007.0,21154.0,11773.0,14221.0,4711.0,2530.0,20788.0,1492.0,2685.0,1728.0,2907.0,3964.0,10942.0,60122.0,20300.0,8499.0,12025.0,25368.0,2210.0,10905.0,1521.0,17398.0,64069.0,9143.0,19960.0,687.0,14700.0,13584.0,2016.0,1514.0
2022-07-16,751683.0,1331.0,11213.0,7796.0,23935.0,62231.0,16911.0,6042.0,1555.0,80241.0,26134.0,3269.0,5696.0,6040.0,28265.0,9842.0,2854.0,7013.0,9215.0,11114.0,6340.0,2075.0,21853.0,12025.0,14592.0,4806.0,2649.0,21596.0,1509.0,2771.0,1800.0,2974.0,4111.0,11669.0,60702.0,20888.0,8865.0,12547.0,25991.0,2290.0,11311.0,1567.0,18073.0,66460.0,9625.0,20375.0,709.0,15438.0,13797.0,2026.0,1563.0
2022-07-23,769627.0,1371.0,11418.0,7920.0,24883.0,63990.0,17468.0,6065.0,1580.0,82825.0,26751.0,3329.0,5757.0,6295.0,28759.0,10064.0,2910.0,7150.0,9398.0,11139.0,6436.0,2125.0,22381.0,12233.0,14781.0,4903.0,2748.0,22251.0,1524.0,2813.0,1832.0,3012.0,4228.0,12350.0,60964.0,21243.0,9148.0,12973.0,26362.0,2321.0,11640.0,1595.0,18566.0,68588.0,10007.0,20668.0,730.0,16013.0,13901.0,2057.0,1607.0
2022-07-30,785352.0,1391.0,11621.0,8027.0,25731.0,65443.0,18009.0,6070.0,1587.0,84874.0,27293.0,3354.0,5832.0,6507.0,29264.0,10204.0,2960.0,7296.0,9555.0,11307.0,6523.0,2177.0,22957.0,12553.0,14993.0,4965.0,2808.0,22847.0,1538.0,2858.0,1865.0,3027.0,4298.0,12908.0,61113.0,21584.0,9397.0,13341.0,26659.0,2357.0,11929.0,1629.0,18981.0,70553.0,10358.0,20923.0,727.0,16549.0,13974.0,2074.0,1634.0
2022-08-06,800188.0,1408.0,11815.0,8110.0,26516.0,66517.0,18453.0,6093.0,1618.0,86917.0,27839.0,3384.0,5913.0,6683.0,29737.0,10364.0,3007.0,7426.0,9752.0,11416.0,6612.0,2222.0,23600.0,12826.0,15214.0,5042.0,2875.0,23410.0,1572.0,2900.0,1901.0,3043.0,4363.0,13427.0,61224.0,22007.0,9632.0,13643.0,26970.0,2366.0,12276.0,1670.0,19374.0,72499.0,10692.0,21107.0,732.0,16924.0,14020.0,2099.0,1667.0
2022-08-13,807358.0,1400.0,11920.0,8155.0,27121.0,66806.0,18634.0,6034.0,1633.0,88280.0,28208.0,3407.0,5920.0,6813.0,29857.0,10398.0,3022.0,7487.0,9903.0,11311.0,6625.0,2232.0,23959.0,12933.0,15261.0,5099.0,2925.0,23686.0,1595.0,2902.0,1897.0,3032.0,4369.0,13809.0,61078.0,22162.0,9777.0,13748.0,26960.0,2347.0,12460.0,1695.0,19594.0,73866.0,10914.0,20986.0,729.0,17012.0,13988.0,2120.0,1702.0
2022-08-20,811456.0,1386.0,12007.0,8200.0,27535.0,66761.0,18714.0,5948.0,1640.0,89418.0,28468.0,3431.0,5935.0,6896.0,29855.0,10456.0,3022.0,7509.0,10086.0,11131.0,6588.0,2218.0,24196.0,12924.0,15273.0,5124.0,2954.0,23868.0,1608.0,2912.0,1902.0,3016.0,4357.0,14102.0,60779.0,22289.0,9884.0,13786.0,26910.0,2326.0,12586.0,1715.0,19786.0,74854.0,11110.0,20770.0,716.0,16980.0,13916.0,2131.0,1733.0
2022-08-27,812038.0,1364.0,12019.0,8214.0,27843.0,66445.0,18714.0,5862.0,1643.0,90295.0,28620.0,3454.0,5912.0,6932.0,29749.0,10505.0,3012.0,7501.0,10200.0,10909.0,6538.0,2188.0,23053.0,12828.0,15274.0,5139.0,2979.0,23909.0,1622.0,2899.0,1904.0,2992.0,4336.0,14319.0,60341.0,22270.0,9913.0,13749.0,26821.0,2292.0,12642.0,1720.0,19906.0,75341.0,11195.0,20495.0,707.0,16868.0,13795.0,2136.0,1756.0
2022-09-03,809602.0,1325.0,12049.0,8232.0,28076.0,65787.0,18565.0,5739.0,1638.0,90984.0,28686.0,3465.0,5891.0,6944.0,29527.0,10502.0,2988.0,7487.0,10289.0,10619.0,6447.0,2147.0,23864.0,12671.0,15220.0,5147.0,2982.0,23873.0,1624.0,2871.0,1870.0,2949.0,4292.0,14478.0,59696.0,22178.0,9915.0,13659.0,26629.0,2264.0,12643.0,1698.0,19982.0,75536.0,11223.0,20153.0,699.0,16651.0,13602.0,2134.0,1764.0
2022-09-10,805223.0,1278.0,12005.0,8238.0,28125.0,64947.0,18402.0,5626.0,1641.0,91251.0,28573.0,3453.0,5889.0,6905.0,29338.0,10470.0,2965.0,7479.0,10354.0,10453.0,6353.0,2096.0,23496.0,12534.0,15128.0,5126.0,2956.0,23778.0,1635.0,2834.0,1827.0,2902.0,4236.0,14560.0,59314.0,22017.0,9876.0,13502.0,26425.0,2213.0,12624.0,1682.0,19968.0,75416.0,11216.0,19943.0,681.0,16425.0,13328.0,2124.0,1761.0
2022-09-17,802702.0,1239.0,11976.0,8231.0,28238.0,64309.0,18294.0,5565.0,1647.0,91586.0,28568.0,3433.0,5920.0,6856.0,29303.0,10503.0,2949.0,7464.0,10375.0,10502.0,6287.0,2075.0,23174.0,12474.0,15131.0,5117.0,2921.0,23746.0,1648.0,2803.0,1801.0,2861.0,4207.0,14599.0,58821.0,21946.0,9832.0,13403.0,26351.0,2171.0,12634.0,1659.0,19962.0,75421.0,11186.0,19914.0,674.0,16233.0,13060.0,2110.0,1744.0
2022-09-24,801605.0,1200.0,11996.0,8225.0,28306.0,63851.0,18166.0,5519.0,1654.0,92006.0,28592.0,3413.0,5961.0,6815.0,29275.0,10541.0,2935.0,7446.0,10438.0,10618.0,6239.0,2066.0,23037.0,12446.0,15103.0,5130.0,2863.0,23720.0,1661.0,2795.0,1769.0,2829.0,4187.0,14607.0,58575.0,21916.0,9819.0,13310.0,26375.0,2146.0,12667.0,1647.0,19965.0,75603.0,11180.0,19968.0,673.0,16069.0,12784.0,2099.0,1731.0
2022-10-01,800544.0,1170.0,12004.0,8226.0,28363.0,63593.0,18151.0,5498.0,1654.0,89059.0,28652.0,3404.0,5981.0,6769.0,29259.0,10629.0,2930.0,7436.0,10498.0,10908.0,6227.0,2060.0,22969.0,12473.0,15121.0,5140.0,2808.0,23647.0,1669.0,2801.0,1752.0,2813.0,4177.0,14597.0,58429.0,21912.0,9814.0,13232.0,26466.0,2145.0,12635.0,1627.0,20021.0,75824.0,11180.0,20043.0,672.0,15989.0,12597.0,2090.0,1722.0
2022-10-08,800923.0,1141.0,12058.0,8238.0,28472.0,63523.0,18121.0,5476.0,1650.0,91221.0,28811.0,3426.0,6014.0,6705.0,29256.0,10750.0,2932.0,7419.0,10562.0,11020.0,6248.0,2053.0,22952.0,12449.0,15217.0,5153.0,2751.0,23667.0,1681.0,2837.0,1748.0,2810.0,4189.0,14595.0,57993.0,22047.0,9856.0,13176.0,26565.0,2148.0,12698.0,1601.0,20134.0,76224.0,11175.0,20003.0,674.0,15858.0,12409.0,2089.0,1714.0
2022-10-15,800163.0,1110.0,12082.0,8254.0,28526.0,63268.0,18029.0,5448.0,1647.0,91326.0,28897.0,3458.0,6033.0,6614.0,29130.0,10824.0,2945.0,7431.0,10606.0,11010.0,6256.0,2032.0,22912.0,12371.0,15278.0,5167.0,2702.0,23681.0,1682.0,2860.0,1732.0,2813.0,4200.0,14565.0,57732.0,22072.0,9902.0,13058.0,26606.0,2150.0,12748.0,1576.0,20218.0,76579.0,11155.0,19859.0,672.0,15690.0,12235.0,2081.0,1702.0
2022-10-22,800217.0,1086.0,12126.0,8292.0,28598.0,63012.0,17936.0,5417.0,1664.0,91594.0,29020.0,3506.0,6055.0,6497.0,29024.0,10647.0,2959.0,7457.0,10653.0,11011.0,6271.0,2007.0,22821.0,12267.0,15407.0,5182.0,2677.0,23736.0,1670.0,2881.0,1719.0,2836.0,4212.0,14558.0,57440.0,22134.0,9973.0,12935.0,26674.0,2159.0,12833.0,1547.0,20360.0,76968.0,11141.0,19773.0,662.0,15529.0,12075.0,2081.0,1695.0
2022-10-29,800572.0,1055.0,12186.0,8311.0,28599.0,62774.0,17760.0,5347.0,1680.0,93110.0,29108.0,3554.0,6062.0,6359.0,28856.0,10692.0,2979.0,7487.0,10714.0,10940.0,6259.0,1977.0,22706.0,12129.0,15526.0,5187.0,2651.0,23861.0,1664.0,2898.0,1697.0,2842.0,4219.0,14489.0,57105.0,22139.0,10035.0,12804.0,26646.0,2156.0,12949.0,1527.0,20472.0,77321.0,11115.0,19717.0,646.0,15353.0,11892.0,2074.0,1684.0
2022-11-05,800080.0,1028.0,12244.0,8345.0,28603.0,62422.0,17555.0,5288.0,1698.0,94376.0,29205.0,3604.0,6067.0,6231.0,28638.0,11064.0,3012.0,7548.0,10781.0,10905.0,6224.0,1954.0,22591.0,11928.0,15592.0,5214.0,2629.0,23879.0,1644.0,2901.0,1671.0,2850.0,4221.0,14400.0,56763.0,22090.0,10086.0,12657.0,26616.0,2164.0,13014.0,1510.0,20622.0,77615.0,11083.0,19664.0,626.0,15158.0,11710.0,2066.0,1670.0
2022-11-12,795524.0,998.0,12302.0,8352.0,28433.0,61730.0,17257.0,5197.0,1697.0,95070.0,29155.0,3651.0,6042.0,6053.0,28328.0,11050.0,3022.0,7585.0,10827.0,10752.0,6159.0,1920.0,22347.0,11636.0,15562.0,5218.0,2580.0,23751.0,1621.0,2887.0,1641.0,2830.0,4225.0,14236.0,56187.0,21955.0,10090.0,12410.0,26451.0,2145.0,13039.0,1476.0,20672.0,77590.0,10984.0,19475.0,606.0,14823.0,11456.0,2064.0,1655.0
